nombre_chambre,superficie,adresse,prix,image_lien
1.0,0.0,Liberte 6                                                                                Dakar,22500,https://i.roamcdn.net/hz/ed/listing-thumb-224w/35756f7314dc9fe29611d056044be91c/-/horizon-files-prod/ed/picture/qwep686g/1b22ec2dbb2204da3affd051af9d2619ea2fff53.jpg
6.0,20.0,Almadies                                                                                Dakar,15000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5400b7246dbcea2767ef7a544bda44ab/-/horizon-files-prod/ed/picture/qz7n4vg/c36cf8e0f5fa80bf69d6d1c1bab569972076ea63.jpg
20.0,14.0,Cité keur gorgui                                                                                Dakar,15000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8d1b893d804b5bda35326034702ec6ca/-/horizon-files-prod/ed/picture/q9m9gd25/823044fce3de8c194892e123215c148af40b5cbf.jpg
2.0,120.0,Mamelles                                                                                Dakar,70000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1942d01054506b9cc641cf00b369d7d6/-/horizon-files-prod/ed/picture/qrz8x69q/8744f8f5cd722d5e3de335296c4be9e687bcb3b8.jpg
1.0,80.0,Hann maristes                                                                                Dakar,25000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e0fa0ab706a0af49bd66f33967e396ec/-/horizon-files-prod/ed/picture/qm5mn4pr/a97afa66117bb0eb548751bb1727dbb5aaedafb2.jpg
1.0,0.0,Hann maristes                                                                                Dakar,500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/65ddf8147b1546f0363dc4249b84a128/-/horizon-files-prod/ed/picture/q8v48xr7/32466f4bc0418f381cd22b0784c1d26aa0f550c8.jpg
2.0,80.0,Cité keur gorgui                                                                                Dakar,35000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d7073424c8f2621313ba0a33d246aa6e/-/horizon-files-prod/ed/picture/qde7rrxr/8ac40e0f229bcdb33691eeb4b32ce09b62fc145f.jpg
2.0,0.0,Plateau                                                                                Dakar,1600000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/038f54e4830d629aa99d164c89c5affc/-/horizon-files-prod/ed/picture/q6xdwq8p/ac379e40bc09dbf40e6e60678ab1e49bd9d56b68.jpg
2.0,0.0,Virage                                                                                Dakar,45000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/61de75c480f0c235b84cf4a8e4f28b5d/-/horizon-files-prod/ed/picture/q78wxd0x/33a39809fbc53d54445af1b4cc8469f7dcaf95a7.jpg
0.0,0.0,Plateau                                                                                Dakar,45000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/17d3f08da0a6e3ba18bb04b2dadc9aa4/-/horizon-files-prod/ed/picture/qde7z404/cea285c4778275d1bb347d3491a54abbc1797f99.jpg
0.0,0.0,Fann                                                                                Dakar,1600000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/fecf0e58719f5afaf29cde24f76352bb/-/horizon-files-prod/ed/picture/qpdmr4km/f1976c40be0e43008f7094a39237a4f25993440d.jpg
